author|profile_href|location|date_time|comment_text
JRWolfe|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=421|N/A|05/15/2020  5:32  AM|Get Up and Dance!|"
			Miss doing the Waltz,Tango, Jitterbug and yes,the Two Step.  Guess the only dances left to do during this Caronavirus is the Twist,The Swim ,The Watusi and The Frug.
		"
JRWolfe|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=421|N/A|05/14/2020  7:02  PM|Blacklists|"
			don't know who you are all talking about...always wish people well.
		"
JRWolfe|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=421|N/A|05/14/2020  7:00  PM|Blacklists|"
			understand..as I don't post reviews
		"
JRWolfe|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=421|N/A|05/13/2020  2:40  PM|Blacklists|"
			hmm...wonder if she s just changing her name
 


	     good grief,just made a 2big post....sorry about that
		"
Elle Blake|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=20860|Denver Metro|05/10/2020  6:47  PM|Quarantine Highs and Lows :-P|"
			Best 
	1.  Started cycling.  None stationary.
 


	2.  Started Certification to teach Meditation.
 


	3.  Got involved with injustice bestowed on pit bulls in Denver.
 


	4.  Became a better cook.  Or cooked at all!😂
 


	Worst
 


	1.  Crashed on my way to Sprouts.  Bike fine, I’m fine.  Pride bruised a little...
		"
Elle Blake|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=20860|Denver Metro|03/20/2020 10:38  AM|Bored to tears!!!!|"
			Until I had to take ex’s son to Denver Health ER Last Night!!!!   Deader then Roy Rogers Horse!!!! Except for two pregnant women walking in...and a couple of homeless people looking for shelter from the cold !
		"
Elle Blake|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=20860|Denver Metro|03/13/2020 10:00  AM|Covid-19 (2019 novel coronavirus)|"
			You know you for sure have the bird flu, when you have the uncontrollable urge to shit on peoples windshields.
		"
Elle Blake|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=20860|Denver Metro|03/04/2020 10:03  AM|Covid-19 (2019 novel coronavirus)|"
			Just remember before you start having so much fun popping that bubble wrap...  Remember, the air in it, is from China!!!😳😂
		"
Elle Blake|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=20860|Denver Metro|03/02/2020  7:56  PM|Self care ❤...what is that to you?|"
			I just watched The Holy Grail for the first time last week... I thought that was so stupid!  Until the next day I started laughing out loud about the coconuts!!!!
		"
Elle Blake|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=20860|Denver Metro|03/02/2020  5:05  PM|Drama amongst providers|"
			Everyone just needs to fucking meditate!!!!  Make love!  Not war!!!!
		"
Elle Blake|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=20860|Denver Metro|01/26/2020  8:13  AM|Sybian|"
			I agree!!!  Granted, I prefer human touch. However, don't get me wrong if you locked me in a room,  for a week, with one,  I'm certain you would find me dead. 😂
		"
Elle Blake|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=20860|Denver Metro|12/12/2019  6:40  PM|411 on Keri.... So???|"
			Keri



 

Colorado
Other
 

	Hi I'm looking for any information on a Keri Albi... I think if my memory serves me right but it is starting to go.   At such an old age!!!! She's 5 ft 3 34 A or B cup.  anybody seen her I don't think she advertises here I think it's adults search shit I can't remember the name of the other one but any info would be greatly appreciated please PM me thanks
		"
Elle Blake|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=20860|Denver Metro|12/05/2019  9:41  PM|I love it loose!|"
			JOKE:
 


	You know who likes getting fisted...???
 


	Sock Puppets!!!
		"
Elle Blake|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=20860|Denver Metro|12/05/2019  9:37  PM|What about this feeling?|"
			Wow.  Was the thrill ever there???  You just joined in April!!!
		"
Elle Blake|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=20860|Denver Metro|11/16/2019 10:55  AM|How's traffic in Denver interfere with your ability to hobby??|"
			Chosen provider!!  Fucking auto correct!
		"
Elle Blake|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=20860|Denver Metro|11/15/2019  4:33  PM|How's traffic in Denver interfere with your ability to hobby??|"
			Do you find the traffic is the reason your not able to see your choose provider?
		"
Elle Blake|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=20860|Denver Metro|11/14/2019  4:39  PM|What do you do when?|"
			Quick question for the ladies.  How do you handle a client, when the reference is someone you don't trust???!
		"
Elle Blake|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=20860|Denver Metro|11/12/2019 12:23  PM|Great when he is???|"
			Boobs,  boobs, BOOBS!!!!!😜
		"
Elle Blake|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=20860|Denver Metro|11/11/2019  1:05  PM|The Original|"
			Note to self:  No dates with BTK.
		"
Skg|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=13160|N/A|05/21/2020  8:27  AM|Members you miss|"
			I tried to review in my head all the experiences I’ve had with the ladies here. I didn’t realize it’s been quit a few. I often reminisce about each of the ladies and my experience with them. By my handle you ladies probably don’t know if you’ve seen me or not but I’m a little sentimental and never forget our time together. I miss a gal that came here from Texas every few months. She just vanished. She was a lesson for me not to get too close or emotionally involved which is hard sometimes when you’re sharing an explosive moment of pleasure and revealing your innermost desires..
		"
Skg|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=13160|N/A|05/21/2020  8:12  AM|JUST MOVED TO DENVER|"
			Welcome... I’m so glad your among  Denver’s finest ladies on this site.
		"
Skg|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=13160|N/A|05/12/2020  8:41  AM|Quarantine Highs and Lows :-P|"
			I have loved my isolation at home. Really organizing things and going deep inside myself examining my feelings. I’ve been Writing  stories on my experiences with sex workers. Maybe it will become a book, who knows. It sure makes for some good porn stories. Sex workers actually  saved my life.  I have emotionally crashed these last few days from isolation and need human contact and intimate cuddles. But, I’ll survive. Not much choice.
		"
Skg|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=13160|N/A|05/10/2020  2:41  PM|Pandemic Feels featuring Laci|"
			OMG, I just attended one online. About 50 of us,  some  fucking, masterbating  and many watching.
		"
Skg|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=13160|N/A|05/09/2020  6:51  AM|Pandemic Feels featuring Laci|"
			After 56 days isolation I’m getting some anxiety. Why doesn’t someone offer an online Zoom “Fuck Workshop.”
		"
Skg|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=13160|N/A|05/06/2020 10:55  AM|Looking for sugarbaby, Denver or Colorado Springs.|"
			One site for seeking a sugar baby is “SeekingArrangements.
		"
Skg|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=13160|N/A|05/01/2020 10:30  AM|Favorite position|"
			Love reverse cowgirl. Great view!
		"
Skg|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=13160|N/A|04/17/2020  4:13  PM|Videochats|"
			Some of my lady friends are on OnlyFans. They’re making me personal videos for tips. It’s great.
		"
Skg|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=13160|N/A|04/17/2020  4:07  PM|Hotels vs a apartment or house which is better|"
			I prefer a house or apartment. Many hotels have cameras and I don’t feel comfortable with that. I don’t go to hotels any longer unless it’s a provider I know and am comfortable with.
		"
Skg|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=13160|N/A|04/08/2020  6:59  PM|New legislation is a threat to sex workers|"
			I am the author. SKG
		"
Skg|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=13160|N/A|04/08/2020  5:14  PM|New legislation is a threat to sex workers|"
			With my research on decriminalizing sex work I have run across this insane legislation presented by Senators Lindsey Graham (R) and Richard Blumenthatl (D). In May there will be a hearing on the EARN IT act. the legislation would open a door to online-content screening by a governmental commission serving under U.S. Attorney General William Barr. The bill is to target online child sexual-abuse material and trafficking.       But this bill is an attempt to mandate encryption backdoors. This means ending encryption and platforms that don’t divulge and relinquish user content and personal information and those platforms will be punished. Platforms such as WhatsApp, Facebook Messenger, Signal, WeChat, etc. will now be opened up at the government’s discretion. This has frightening consequences to not only sex workers but the entire internet community. This act will allow government to spy on nearly every aspect of American lives on a massive scale. I’ll stop here as it is a bit complicated but google the “EARN IT act” for more information. It goes to vote in May, I am not one to write my representative, but I definitely will call in my objection to this bill. It is VERY important. 
 



	Have a good day all.... and hang in there.  
 



	More info: https://www.freepress.net/news/press-releases/earn-it-act-very-bad-bill-gets-its-day-congress
		"
Skg|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=13160|N/A|04/06/2020 11:11  AM|There are some awesome rates right now.|"
			When this virus is over the ladies are going to be very busy. I’m ready!
		"
Skg|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=13160|N/A|04/03/2020  9:47  AM|Big donations|"
			Maybe this ladies are trolling for that one big hit. They might not like sex that much but they are going to snag one naive fuck that don’t  know hobbies like us land the biggest most fantastic  fish for much less.
		"
Skg|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=13160|N/A|03/26/2020  7:43  AM|Labia-good, bad or ugly|"
			I love  longer labia. It’s such a turn on . The fleshier the better. I hope no women would have them surgical reduced. If a women here has super labia, wow, text me. So hot!
		"
Skg|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=13160|N/A|02/28/2020  9:56  PM|Go to app for Las Vegas|"
			I’m Going to Las Vegas and TOB seems to be a little weak there. What’s the go to App for Las Vegas?
		"
don juan|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=406|N/A|05/21/2020  8:11  AM|JUST MOVED TO DENVER|"
			Bienvenida....have fun
		"
don juan|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=406|N/A|05/18/2020  3:31  PM|What is the most twisted encounter that you had?|"
			Mine is an encounter with a FTM I’m not in to man but it was on my bucket list from the belly up totally masculine beard and everything fron the waist down a 100% female...all 3 holes allowed.
		"
don juan|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=406|N/A|05/18/2020  3:22  PM|Favorite position|"
			Reverse Korean cow girl.... and never done the pile driver or the pretzel thing Looking forward Though
		"
don juan|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=406|N/A|05/18/2020  2:45  PM|Quarantine Highs and Lows :-P|"
			Yesss I cleaned and lubricate my bike after a few years. I have been riding at least twice a week for the last mont
		"
don juan|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=406|N/A|04/11/2020  6:33  AM|Most Looking Forward to These Activities|"
			Same here....
		"
don juan|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=406|N/A|01/08/2020  8:55  AM|Stock Show Time Again|"
			Not a cowboy......I’m a lesbian too
		"
don juan|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=406|N/A|11/08/2019 12:22  PM|The world will be different....|"
			I don’t recall Dave but my condolences to those who will miss him. ....
		"
don juan|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=406|N/A|11/08/2019 12:10  PM|Incorrect review|"
			On the same issue I choose not to review, she have a lot of good reviews and a bad one from me is going to do more damage to me than to her,  but to start I have to pick her up at her condo in Aurora, drive back to her incall in Englewood after a so-so session drive her back to Aurora, looks like she was doing chores around her house when I text her, no make up, no sexy clothing.
		"
don juan|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=406|N/A|09/09/2019  8:42  AM|Slowww!|"
			No more tacos, burritos or tamales for you
		"
don juan|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=406|N/A|09/06/2019  6:16  PM|Bellacox082, anyone have any feedback?|"
			Yes you are real and a gorgeous lady by the way
		"
don juan|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=406|N/A|09/06/2019  6:01  PM|Dining in Denver|"
			Taco trucks.... one on every corner along Federal Blvd
		"
don juan|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=406|N/A|08/31/2019  7:12  AM|"New to the board, just wanting to say ""Hi"""|"
			Welcome.... enjoy the board
		"
don juan|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=406|N/A|08/31/2019  5:38  AM|411 on Sadie|"
			Yes
		"
don juan|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=406|N/A|08/20/2019  9:20  AM|Any one has meet this lady?|"
			Lazzy


858-732-4395


 

Colorado
Companion
 


	Just wonder if she is for real
 


	https://www.escortdirectory.com/escort/Lazzy-161178/
		"
Phil-anderer|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=2261|N/A|05/19/2020 10:44  PM|QV UTF provider's|"
			Why not a 30 minute, and get 2?  or an hour and get 4?  Savor that shit.......
		"
Phil-anderer|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=2261|N/A|05/14/2020  4:01  PM|Blacklists|"
			Laci and Growl, I agree.  If someone is as they represented themselves to be, but it still wasn't my cup of tea, then that's not a bad or so-so review.  I chalk that up to life - not everyone clicks.  Most, I've found on here, actually DO click and that's great.  I have yet to have a bad experience from a TOB lady, and honestly, there are many on here I think are the bomb.   
	I've had a couple of standups last minute, but if it's someone I've seen, I give the benefit of the doubt.  I've had to change a few appointments myself due to work/travel.  Honesty is what matters.  Research matters just as much.
		"
Phil-anderer|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=2261|N/A|05/13/2020  2:14  PM|The Benefits|"
			I have ALL KINDS of special things with MULTIPLE ladies.  mwahahaha
		"
Phil-anderer|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=2261|N/A|05/13/2020 12:23  PM|Blacklists|"
			who?
		"
Phil-anderer|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=2261|N/A|05/12/2020  2:25  PM|STG 411 in Colorado Springs|"
			Hard pass.  Or rather, flaccid pass.....
		"
Phil-anderer|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=2261|N/A|05/08/2020 11:47  AM|Pandemic Feels featuring Laci|"
			I'm not sure she'd consider that to be a bad thing.  Just a guess, though... haha
		"
Phil-anderer|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=2261|N/A|05/08/2020  9:01  AM|Pandemic Feels featuring Laci|"
			I'm feeling really sad today that I cannot fly to Paris to just bum around.  Laci, please help me.  
	:)
		"
Phil-anderer|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=2261|N/A|05/05/2020  9:29  AM|Looking for sugarbaby, Denver or Colorado Springs.|"
			I'm looking for a sugarbaby as well.  She should hold a net worth >$10 with a fair amount of liquidity.  Of course, hot and fit and uninhibited.  I can't be available ALL the time, but you can have me 5 nights a week, and weekends optional.   I look forward to hearing from the applicants.....
		"
Phil-anderer|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=2261|N/A|05/04/2020 12:58  PM|An Actual Connection?!?|"
			I'm not attached, either, but I haven't seen anyone since you, I think.  I won't be for a while - not sure what the metric will be for me to see someone (dating or otherwise), but it hasn't happened yet.  I sure wish Covid would calm down.
		"
Phil-anderer|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=2261|N/A|04/30/2020 11:19  AM|An Actual Connection?!?|"
			Yes, I think you do as well.  So where will our honeymoon be??  mwahahaha
		"
Phil-anderer|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=2261|N/A|04/28/2020  2:15  PM|Bullet (Torpedo) Bras|"
			I can definitely get it off with one hand, almost every time, actually.  Wait, you mean unhooking?  Then.. hmmmmm
		"
Phil-anderer|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=2261|N/A|04/27/2020 11:25  PM|Bullet (Torpedo) Bras|"
			You could probably use them to keep the 6 feet distancing radius.
		"
Phil-anderer|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=2261|N/A|04/25/2020  1:01  PM|Dr. Deborah Brix|"
			I dunno... Fauci seems like the wild one.  If I had those proclivities, that is...... haha
		"
Phil-anderer|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=2261|N/A|04/23/2020  3:13  PM|Haircuts?|"
			Same here.
		"
Phil-anderer|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=2261|N/A|04/23/2020  3:10  PM|"Drone surveillance or phone tracking for ""virus"""|"
			Honestly, if I'm asked to download an app for GPS tracking of my movement, I'm fine with it, if it helps do contact tracing as the world starts to open back up.  It can be turned off, temporarily, as well.    
	This will be an important tool to help us trace and contact people who are exposed to known cases.  That's my take - the phone companies and 3rd parties already know tons about me, so it's not that big of deal to me.  Then again, I'm in healthcare, and I see the benefit.  Most people would faint if they knew just how much of our info is already out there, anyway.  If I need to pop offline for an hour, I can turn my phone off.
		"
Gentleman47362|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=39623|Pussy Destroyer|05/08/2020  7:36  PM|What good are references?|"
			References are a waste. I don't want to wait around verifying.... I want to insert my eggplant emoji into her kitty emoji. Or her cornhole emoji.
		"
Gentleman47362|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=39623|Pussy Destroyer|05/08/2020  7:31  PM|Making porn to get through the RONA|"
			I shot a porn with me and this latina chick. She was a solid 7/10. I had a tripod and did some POV as well. Money shot went on her face of course.
		"
Gentleman47362|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=39623|Pussy Destroyer|05/08/2020  7:15  PM|Favorite position|"
			Ass to mouth is my favorite
		"
Gentleman47362|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=39623|Pussy Destroyer|05/08/2020  7:11  PM|Massage Spas|"
			There's nothing like a good Asian jack shack.
		"
Gentleman47362|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=39623|Pussy Destroyer|05/08/2020  5:56  PM|Denied Booking....Not Sure Why|"
			My inbox has been flooded with ladies wanting to schedule with me in support of my post. I promise to get back to each and everyone one of you.
 


	 
 

 


	Thank you for a great response. You actually gave insight and were helpful.
 


	 
 


	Mike - she was super hot, 10/10
 


	 
 

 


	Nah those guys are too old for me to care. If the music sucks, the lyrics must be bogus too.
		"
Gentleman47362|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=39623|Pussy Destroyer|05/08/2020  3:06  PM|The chicken or egg problem|"
			Go pound sand Bit Banger.
		"
Gentleman47362|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=39623|Pussy Destroyer|05/08/2020  2:57  PM|Denied Booking....Not Sure Why|"
			I'm not struggling, it was one escort. This board represents about 0.001% of the escorts in Colorado, so if I make a few mad there's thousands more to choose from.
		"
Gentleman47362|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=39623|Pussy Destroyer|05/08/2020  2:41  PM|Denied Booking....Not Sure Why|"
			If you don't like what I have to say, then you can buzz off as well Leena.
		"
Gentleman47362|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=39623|Pussy Destroyer|05/08/2020  2:28  PM|The chicken or egg problem|"
			My advice, any escort who screens too hard is not worth seeing. There's plenty of well-reviewed girls to see who don't put you under interrogation.
		"
Gentleman47362|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=39623|Pussy Destroyer|05/08/2020  2:24  PM|Denied Booking....Not Sure Why|"
			Like I said above, this is strictly business. You can get lost too, Hunter.
		"
Gentleman47362|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=39623|Pussy Destroyer|05/08/2020  2:12  PM|Rolling Stones - Living in A Ghost Town|"
			Cry me a river.
		"
Gentleman47362|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=39623|Pussy Destroyer|05/08/2020  2:00  PM|Denied Booking....Not Sure Why|"
			Then why don't you? Stop posting about it, schedule an appointment and go see her. It's not that hard. 
 


	 
 


	 
 

 


	Thanks for the feedback.
 


	I'm not complaining. As for looking bad, I could care less. I'm on P411 with a different handle, so if an escort doesn't like what I have to say on here, there's a way around it. 
 


	 
 

 


	You're very welcome.
		"
Gentleman47362|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=39623|Pussy Destroyer|05/08/2020  1:08  PM|Rolling Stones - Living in A Ghost Town|"
			Don't get butt hurt. They sucked 50 years ago and still suck today. Retirees have a lot of social security and pension money to spend.
		"
Gentleman47362|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=39623|Pussy Destroyer|05/08/2020 11:31  AM|Pandemic Feels featuring Laci|"
			She can't help you Phil. Laci has a permanent stick up her butt today.
		"
Gentleman47362|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=39623|Pussy Destroyer|05/08/2020 10:33  AM|Rolling Stones - Living in A Ghost Town|"
			Thanks for posting about a band that was washed up 40 years ago.
		"
Kaduk|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=112|N/A|05/20/2020 12:45  PM|Get Up and Dance!|"
			What can I say other then WoW---> Sofia Boutella
 


	 


	 
 


	l
 


	



	Hope she returns in the next Star Trek Movie.......
		"
Kaduk|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=112|N/A|05/20/2020 10:50  AM|Get Up and Dance!|"
			Did somebody say Tango::
		"
Kaduk|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=112|N/A|05/20/2020 10:28  AM|Get Up and Dance!|"
			Pretty cool visual of the video accompanying the sound.......
		"
Kaduk|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=112|N/A|05/20/2020  3:54  AM|Remember the black dot thread??|"
			Einstein's theory is that nothing can travel faster than the speed of light relatively speaking; a BJ  is directly proportionate to the vacuum it produces at the speed of light would hold true, because space itself is stretching, and space is nothing. we know that the faster you go, the slower time passes, so a 15 minute BJ at the speed of light would be the equivalent to 205 years back on earth.....
 


	 


	Or---> at the speed of light you could go around the world 7.5 times in a second.  around the world could then be an orally stimulating adventure. 
	Also remember when an object moves at the speed of light, its mass will become infinite.
 


	E = mc2 shows that energy and mass are interchangeable. So a great formula to remember is::
 


	ma2 x ad = hm
		"
Kaduk|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=112|N/A|05/19/2020 12:39  PM|Remember the black dot thread??|"
			11 dots  reads--> you are now traveling at 99.99% of the speed of light.
		"
Kaduk|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=112|N/A|05/17/2020  6:26  PM|First of a kind Ad for me|"
			I know this started out as a WTF type post but moved to the 411 forum. The URL is now a dead link I should of included the phone number to begin with.....,
		"
Kaduk|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=112|N/A|05/11/2020  6:19  PM|Jasmine on Eros 411|"
			On a side note::
 


	The tryst link https://tryst.link/escort/jasmine-love93
 


	Shows Jasmine Love / 775-420-6631
 


	 


	 
 


	Phone number when researched links to this https://adultsearch.com/florida/tampa/female-escorts/1680912
 


	Going by Ava love  775-420-6631 (same number) different image set but looks to have the same back tattoo.
 


	 


	 


	 
 


	The VIP Jasmine / 702-659-7242 (Eros) doesn't appear to have the same tattoo configuration...
		"
Kaduk|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=112|N/A|05/10/2020  6:45  PM|Lockdown stay at home order (or whatever it is) is over now what?|"
			I had to go back and check:: I did have a Streak on 3/14 ....
		"
ilovewomen|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=1502|Playing Naked Twister|05/21/2020  7:22  AM|Get Up and Dance!|"
			Salma Hayek...You did it again Kaduk.
 


	 
 


	I'll match your Frida with El Santanico Panedemoium
		"
ilovewomen|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=1502|Playing Naked Twister|05/20/2020  8:54  PM|Denver|"
			It normally doesn’t snow in Denver late May, but last year it is hard.
 


	This year looks like it will be a typical Morial Day weekend...81 on Friday, 78 on Saturday, 61 on Sunday, 70 on Monday.
 


	But never fear, 90’s will be here before we know it.
		"
ilovewomen|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=1502|Playing Naked Twister|05/20/2020  8:43  PM|Spanking|"
			A little smack here, a little smack there (maybe once, twice, five times or so) on the ass (nothing too hard) can raise some excitement.
 


	It all depends on the moment.
		"
ilovewomen|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=1502|Playing Naked Twister|05/20/2020  8:31  PM|Get Up and Dance!|"
			I remember reading somewhere that Duval was an accomplished tango dancer
		"
ilovewomen|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=1502|Playing Naked Twister|05/20/2020  8:43  AM|Get Up and Dance!|"
			I never thought of him as a dancer
		"
ilovewomen|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=1502|Playing Naked Twister|05/20/2020  8:42  AM|Get Up and Dance!|"
			MY saw her at Red Rocks about 4 yearw ago.  Said she was fantastic
		"
ilovewomen|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=1502|Playing Naked Twister|05/20/2020  8:13  AM|Get Up and Dance!|"
			Very interesting.  I liked it!
		"
ilovewomen|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=1502|Playing Naked Twister|05/20/2020  8:09  AM|Get Up and Dance!|"
			I wonder how many weeks Christopher Walken had to practice to make those moves?
		"
ilovewomen|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=1502|Playing Naked Twister|05/19/2020  7:49  PM|Get Up and Dance!|"
			Love Janice. Such a raw voice.
		"
ilovewomen|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=1502|Playing Naked Twister|05/19/2020  2:52  PM|411 on Alexxxa?|"
			It's possible she has decided to get out of the hobby and move on.  That could explain why she isn't responding.
		"
ilovewomen|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=1502|Playing Naked Twister|05/19/2020 12:21  PM|411 on Alexxxa?|"
			My suggestion...Contact her by pm through TOB and ask her.  Or if she gave you her contact info, contact her that way.
		"
ilovewomen|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=1502|Playing Naked Twister|05/19/2020 12:03  PM|Remember the black dot thread??|"
			Okay, time for some research and a dot count.
 


	How many black dots do you have and how many posts do you have?
		"
ilovewomen|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=1502|Playing Naked Twister|05/19/2020 12:00  PM|Get Up and Dance!|"
			I used to watch American Bandstand whenever I could get away with it.
 


	My parents used to tell me ""that music will break the TV"" or ""that music will brake the stereo"".
		"
Leena_rose|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=29466|Boulder|05/08/2020  3:38  PM|Pandemic Feels featuring Laci|"
			That sounds so fun! Much needed 🦀🍻🍸💜
		"
Leena_rose|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=29466|Boulder|05/08/2020  3:02  PM|Denied Booking....Not Sure Why|"
			😁😅Sorry that you don’t like solid advice that ladies like to see people with boundaries, who don’t act like we owe them something. Being relaxed gets you a lot farther.  
	 
 


	You can leave your middle finger emojis out of my inbox now. I like being licked before I’m poked. Thanks😂
		"
Leena_rose|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=29466|Boulder|05/08/2020  2:40  PM|Pandemic Feels featuring Laci|"
			My feelings are really hurt that I’m out of quarantine snacks Lol
		"
Leena_rose|https://theotherboard.com/forum/index.php?app=core&module=members&controller=profile&id=29466|Boulder|05/08/2020  2:38  PM|Denied Booking....Not Sure Why|"
			She doesn’t need a reason to not see you. She didn’t want to, end of story. Making a thread about it is pretty entitled/whiny.
		"
